Area,mnemonic,Gross Disposable Household Income (GDHI),Balance of primary income,Primary resources,Operating surplus,Mixed income,Compensation of employees,Property income received,Primary uses,Property income paid,Balance of secondary income,Secondary resources,Imputed social contributions/Social benefits received other than social transfers in kind,Other current transfers received,Secondary uses,Current taxes on income and wealth,Social contributions/Social benefits paid,Other current transfers paid
ladu:Rhondda Cynon Taff,W06000016,4.1,2.7,2,-0.4,11,2.7,-6.2,-32.5,-32.5,-18.3,3.5,3.1,7.8,0.2,4.9,-3,5.2
ladu:Merthyr Tydfil,W06000024,3.7,2.5,2,5.3,9,2.8,-6.2,-28.7,-28.7,-16.1,2.7,2.3,7.6,0,5,-3,4.9
ladu:Caerphilly,W06000018,2.4,3.6,3,3.5,11.2,3.3,-2.4,-29.9,-29.9,28.4,0,-0.5,7.1,3.3,3.6,2.9,4.7
ladu:Blaenau Gwent,W06000019,2.4,3.7,3.2,2,9.2,3.3,-2.4,-30.9,-30.9,72.2,0.5,0,7,3.5,4.2,2.9,4.7
ladu:Torfaen,W06000020,2.2,3.8,3.2,4.8,12,3.3,-2.4,-29,-29,24.6,-0.6,-1.3,7.1,3.4,4.1,2.9,4.7
ladu:Monmouthshire,W06000021,3.7,4.2,3.4,6.2,10.6,3,0.6,-28.1,-28.1,9.3,1.5,1.2,4.8,3.3,3,3.5,3.1
ladu:Newport,W06000022,3.1,4,3.3,2.2,12.8,3,0.6,-30.8,-30.8,15.1,0.8,0.4,5.4,3.5,3.2,3.5,4.1
ladu:Aberdeen City,S12000033,0.1,-0.9,-1.1,0.4,-0.8,-0.2,-7.4,-13.9,-13.9,-4.6,3.5,3.6,2.9,-0.8,-1.4,-0.6,1.7
ladu:Aberdeenshire,S12000034,0.2,-0.8,-1.1,-0.9,6.3,-0.2,-7.4,-15,-15,-4.9,4.2,4.3,3.4,-0.4,-0.6,-0.6,2
ladu:Angus,S12000041,0.5,-0.8,-1,0.5,6.2,0.1,-8.3,-13.8,-13.8,-14,2.2,2.1,4,-1.5,1.7,-3.8,2.2
ladu:Argyll and Bute,S12000035,2.1,4.6,4.1,-4.9,12.4,5.9,-1,-18.4,-18.4,-77.7,-0.8,-1,1.9,5.4,7.8,4.7,0.9
ladu:Clackmannanshire,S12000005,1.9,1.8,1.6,1.1,15.6,1.3,-1.9,-13.3,-13.3,-13.2,1.8,1.6,5,1.7,1.3,1.7,3.1
ladu:Dumfries and Galloway,S12000006,1,2.2,1.9,3.4,4.8,1.2,2.2,-11.3,-11.3,128.2,-0.7,-0.9,2.9,2.3,0.4,3.3,1.7
ladu:Dundee City,S12000042,1.4,0.2,-0.1,-5.6,16.2,0.1,-8.3,-19.1,-19.1,-19.4,1,0.8,4.4,-1.7,1.1,-3.8,2.9
ladu:East Ayrshire,S12000008,1.5,3.9,3.7,7.8,2.6,3.6,2.6,-7.6,-7.6,44.9,0.7,0.4,5.5,7.1,3.3,9.8,3.4
ladu:East Dunbartonshire,S12000045,3.9,4.2,3.9,6.9,12.9,5.7,-5.9,-8.3,-8.3,6.7,1.5,1.2,5.3,3.2,9.7,-1,3.5
ladu:East Lothian,S12000010,2.6,3.4,3.2,5.6,13.5,1.1,6,-9.5,-9.5,9.3,3.6,3.6,4.5,5.5,0.2,10.2,3
ladu:East Renfrewshire,S12000011,1.6,0.8,0.5,3.9,12.6,0.3,-3.7,-10.9,-10.9,-3.9,1.2,0.8,5.5,-0.9,0.9,-2.8,3.7
ladu:City of Edinburgh,S12000036,3.8,4,3.9,11.7,7.9,3.1,-0.3,-4.2,-4.2,5.2,2.6,2.6,1.6,3.7,4.8,3.2,1.4
ladu:Na h-Eileanan Siar,S12000013,3,5.2,4.7,-9.1,7.8,5.5,9.6,-22.1,-22.1,69.3,1.6,1.3,6,7.5,6,8.8,3.8
ladu:Falkirk,S12000014,4.6,5.9,5.7,5.8,8.3,5.5,5.9,-9.3,-9.3,15.8,2.9,2.5,7.6,6.7,7.5,6.4,5.1
ladu:Fife,S12000047,2.7,1.9,1.7,5.5,8.2,1.3,-1.9,-9.5,-9.5,-5.7,4,4,5.2,1.7,1.1,1.7,3.4
ladu:Glasgow City,S12000049,2.5,3.8,3.6,10.5,11,1.8,5.7,-5.2,-5.2,14.6,0.1,-0.3,5.7,3.9,2,5,3.8
ladu:Highland,S12000017,2.1,3.9,3.6,5.5,5.7,3.7,0.2,-9.5,-9.5,28.2,2.1,2,3.4,7,2.2,10.8,2.4
ladu:Inverclyde,S12000018,1.7,0.3,0.1,-2.5,8.9,0.3,-3.7,-16.4,-16.4,-33.5,2,1.8,4.3,-1.3,0.1,-2.8,2.4
ladu:Midlothian,S12000019,1.3,3,2.7,4.3,13.8,1.1,6,-10.6,-10.6,14.8,1.6,1.3,5.3,5.9,0.3,10.2,4
ladu:Moray,S12000020,2.9,2.3,2.1,6,4.8,3.6,-8.8,-9.1,-9.1,-1.9,5.1,5.3,3.8,2.9,3.2,2.8,2.4
ladu:North Ayrshire,S12000021,1.6,4.1,4,13.8,-1.9,3.7,2.4,-2.4,-2.4,140.5,0.8,0.5,5.5,7,3.2,9.7,3.5
ladu:North Lanarkshire,S12000050,1.7,1.1,1,3.3,9.2,1,-4.5,-11.4,-11.4,-2.4,1.2,0.7,7.8,0.1,1.8,-1.5,4.9
ladu:Orkney Islands,S12000023,2.3,1.1,1.1,17.4,-2,-0.9,0.2,0.5,0.5,-5.8,-0.5,-1.1,6.6,-2.4,5.5,-6.1,4.5
ladu:Perth and Kinross,S12000048,2.5,1.6,1.3,5.2,7.4,-0.1,1.8,-9.8,-9.8,-6.5,3.3,3.3,3.3,0.7,3.6,-1.6,2.2
ladu:Renfrewshire,S12000038,2.6,1.2,1.2,12.1,2.4,0.3,-3.7,-3.8,-3.8,-9.1,1.9,1.7,5.3,-1.2,0.5,-2.8,3.5
ladu:Scottish Borders,S12000026,2.3,3.2,2.9,1.8,9.3,1.6,5.3,-12.7,-12.7,23.4,2.8,2.8,2.2,5.2,-0.1,9.6,1.6
ladu:Shetland Islands,S12000027,-0.9,-0.4,-0.5,8.5,1.8,0.4,-12.8,-7,-7,2.1,-3.8,-4.8,7.5,-1.2,4.1,-4.7,4.7
ladu:South Ayrshire,S12000028,1.1,-0.4,-0.5,9.2,-2.7,-1.2,-3.3,-6.3,-6.3,-25,1.1,1,2.8,-2.5,1.2,-5.3,1.9
ladu:South Lanarkshire,S12000029,3.4,3.9,3.7,2.1,18.2,4,-3.1,-12.4,-12.4,7.7,1,0.6,6.4,3,5.5,1.4,4.1
ladu:Stirling,S12000030,1.9,1.1,0.8,-3.5,14.2,-0.1,1.8,-17.2,-17.2,-4.5,3,3,3.4,0.7,3.5,-1.6,2.3
ladu:West Dunbartonshire,S12000039,5,5.2,5.1,7.7,5.6,5.8,-5.9,-7.6,-7.6,9.4,1,0.7,4.6,2.1,8.1,-1.1,2.7
ladu:West Lothian,S12000040,3.7,4.6,4.2,-7.2,19.3,4.1,7.7,-20.4,-20.4,9.8,5.4,5.3,6.6,7,4.7,8.8,4.4
ladu:Antrim and Newtownabbey,N09000001,3.6,4.6,4,9.9,7.4,3.1,2,-36,-36,14,0.8,0.8,1,4,4.3,4.5,0.7
"ladu:Armagh City, Banbridge and Craigavon",N09000002,3.2,3,2.4,7.4,10.3,0.6,2.4,-37.3,-37.3,1,0.3,-0.1,3,0.5,-3.7,2.4,2.2
ladu:Belfast,N09000003,2.8,2.6,2.1,6.3,12.6,1.9,-7.1,-38.1,-38.1,0.5,-0.1,0.2,-3,0,2.8,-1,-2.3
ladu:Causeway Coast and Glens,N09000004,4.2,5.2,4.4,9.3,20.3,0,8,-36.2,-36.2,80.9,-0.4,-0.8,3.2,2.4,-1.9,4.8,2.4
ladu:Derry City and Strabane,N09000005,2.9,4.9,4.4,16.2,7.7,2.9,1.6,-32.3,-32.3,-86.6,-1.6,-1.8,0.3,3.4,2.2,4.8,0.1
ladu:Fermanagh and Omagh,N09000006,3.8,4,3.4,10.1,10.6,0.9,3.6,-35.6,-35.6,8.7,1.4,1,4.8,2.4,-1.1,3.9,3.5
ladu:Lisburn and Castlereagh,N09000007,3.5,1.8,1.1,3.1,15.3,-0.6,1.3,-39.9,-39.9,-7.2,2.1,1.9,3.3,-1.4,-2.5,-1.4,2.6
ladu:Mid and East Antrim,N09000008,2.2,1.8,1.2,6.6,8.3,0.4,-2.2,-37.8,-37.8,-2.5,-0.1,-0.2,1.5,-0.6,-1.6,-0.3,1
ladu:Mid Ulster,N09000009,7.7,9,8.3,5.1,13.4,8.7,5.3,-38.5,-38.5,23.7,0.3,-0.6,7.5,5.5,6.3,5.1,5.5
"ladu:Newry, Mourne and Down",N09000010,4.3,3.9,3.2,8.3,15.3,1,-0.5,-36.8,-36.8,-1.4,0,-0.4,3.7,-0.2,1.7,-1.7,2.7
ladu:Ards and North Down,N09000011,4.3,4,3.2,6.2,10.1,0.6,8.2,-38.1,-38.1,-0.4,3.2,3.4,1.2,2.7,-1.5,5.6,0.8
gor:North East,E12000001,2.4,2.9,2.3,2.8,10.6,2.2,-1,-28,-28,11.2,1.7,1.5,3.3,3,2.1,3.8,2.2
gor:North West,E12000002,3.3,4.4,3.9,3,10.6,4.4,-1.1,-20.4,-20.4,16.4,0.9,0.7,3.5,4.2,5.3,3.9,2.2
gor:Yorkshire and The Humber,E12000003,3.3,3.6,3.2,5.3,8.4,3.3,-1.5,-18.9,-18.9,6.8,2.3,2.1,6,3.3,3.7,3,3.9
gor:East Midlands,E12000004,3.8,3.7,3.5,4.3,10.2,3.8,-2.1,-10.4,-10.4,3.2,2.5,2.5,2.6,2.7,3.6,2.2,1.9
gor:West Midlands,E12000005,2.2,2.9,2.9,2.7,9.3,3.5,-2.9,3.3,3.3,9,1.4,1,7.2,3.3,4.4,2.4,4.8
gor:East,E12000006,3.5,3.8,3.6,8.1,10.3,3.1,-1.4,-9.9,-9.9,5.5,1.9,1.4,8.2,3.3,4.2,2.4,5.5
gor:London,E12000007,2.2,3.5,3.2,-6.8,6.4,5.4,0.9,-14.9,-14.9,8.3,0.7,0.5,2.6,5.3,6.8,4.2,1.6
gor:South East,E12000008,3,4.1,3.3,-0.4,9.4,4.5,-1.7,-30.1,-30.1,10,2.2,2,5,5.4,6.7,4.5,3.3
gor:South West,E12000009,3.1,3.7,3.5,3.2,11.5,3.7,-1.6,-7.5,-7.5,10.6,2.4,1.9,7.7,4.1,4.6,3.6,5.3
gor:Wales,W92000004,3.5,4.3,3.5,3,10.4,3.9,-1,-30.2,-30.2,20.1,1.4,1.1,4.1,3.5,5.2,2.8,2.8
gor:Scotland,S92000003,2.3,2.4,2.2,4.7,8.5,2,-1.1,-10.2,-10.2,3.6,2,1.8,4.5,2.5,2.5,2.3,3
gor:Northern Ireland,N92000002,3.7,3.8,3.2,7.5,12.2,1.7,1.2,-37.3,-37.3,5.1,0.5,0.3,1.9,1.3,0.3,1.9,1.3
