Area,mnemonic,Gross Disposable Household Income (GDHI),Balance of primary income,Primary resources,Operating surplus,Mixed income,Compensation of employees,Property income received,Primary uses,Property income paid,Balance of secondary income,Secondary resources,Imputed social contributions/Social benefits received other than social transfers in kind,Other current transfers received,Secondary uses,Current taxes on income and wealth,Social contributions/Social benefits paid,Other current transfers paid
lacu:Fermanagh and Omagh,N09000006,3.8,4,3.4,10.1,10.6,0.9,3.6,-35.6,-35.6,8.7,1.4,1,4.8,2.4,-1.1,3.9,3.5
lacu:Lisburn and Castlereagh,N09000007,3.5,1.8,1.1,3.1,15.3,-0.6,1.3,-39.9,-39.9,-7.2,2.1,1.9,3.3,-1.4,-2.5,-1.4,2.6
lacu:Mid and East Antrim,N09000008,2.2,1.8,1.2,6.6,8.3,0.4,-2.2,-37.8,-37.8,-2.5,-0.1,-0.2,1.5,-0.6,-1.6,-0.3,1
lacu:Mid Ulster,N09000009,7.7,9,8.3,5.1,13.4,8.7,5.3,-38.5,-38.5,23.7,0.3,-0.6,7.5,5.5,6.3,5.1,5.5
"lacu:Newry, Mourne and Down",N09000010,4.3,3.9,3.2,8.3,15.3,1,-0.5,-36.8,-36.8,-1.4,0,-0.4,3.7,-0.2,1.7,-1.7,2.7
lacu:Ards and North Down,N09000011,4.3,4,3.2,6.2,10.1,0.6,8.2,-38.1,-38.1,-0.4,3.2,3.4,1.2,2.7,-1.5,5.6,0.8
ladu:Darlington,E06000005,4.6,6.2,5.5,3.7,7.6,6.8,-0.2,-27.4,-27.4,33,0,-0.2,2.6,4.7,6.8,4,1.6
ladu:County Durham,E06000047,2.4,3.5,2.9,2.8,10.8,2.6,0.8,-28,-28,20.3,1.7,1.4,4.3,4.3,0.9,6.5,2.8
ladu:Hartlepool,E06000001,2,1.4,0.8,4.3,10.6,0.4,-4.4,-27,-27,-147.4,0.7,0.4,3.8,-0.7,2.5,-3.2,2.5
ladu:Middlesbrough,E06000002,2,4.4,3.7,-2.7,12.3,3.2,6.9,-31.9,-31.9,-1593.5,0.9,0.7,3.9,6.9,2.5,10.2,2.5
ladu:Northumberland,E06000057,2.6,1,0.3,1.6,10,0.6,-5.3,-28.8,-28.8,-52.9,4.2,4.5,0,0,0.9,-0.6,0.1
ladu:Redcar and Cleveland,E06000003,2.3,4.6,3.9,0.2,12.3,3.2,6.9,-29.9,-29.9,496.1,1.2,1,4.1,6.9,2.2,10.3,2.5
ladu:Stockton-on-Tees,E06000004,2.5,1.4,0.8,5.5,12,0.4,-4.4,-26.2,-26.2,-8.3,1.8,1.7,3.8,-0.8,2.2,-3.2,2.4
ladu:Gateshead,E08000037,2,2.4,1.8,1.7,9.6,2,-4.3,-28.8,-28.8,6.2,0.3,0.1,3.1,1.5,2.3,1.1,1.9
ladu:Newcastle upon Tyne,E08000021,1.6,2.2,1.6,1.1,11.3,2,-4.3,-29.2,-29.2,7.1,-0.2,-0.5,3.9,1.7,2.3,1.1,2.8
ladu:North Tyneside,E08000022,3,3,2.4,7.7,10.5,2,-4.3,-24.6,-24.6,2.7,1.2,1,3.6,1.6,2.4,1.1,2.2
ladu:South Tyneside,E08000023,2.2,2.1,1.5,1.8,9.7,2,-4.3,-28.7,-28.7,-0.5,1.8,1.6,3.3,1.5,2.3,1.1,2
ladu:Sunderland,E08000024,2.4,5.2,4.7,4.4,9.7,3.1,12.4,-27,-27,103.2,2.8,2.7,4.5,9.8,2.9,14.8,2.8
ladu:Blackburn with Darwen,E06000008,5,7,6.5,2.3,9.6,8.4,-0.5,-20.9,-20.9,174.4,0.6,0.3,4.7,5.6,13.4,2.8,2.7
ladu:Blackpool,E06000009,3.5,5.1,4.5,2.6,10.4,4.8,0.6,-20.7,-20.7,-54.3,0.7,0.6,2.5,4.7,9.6,3.3,1.2
ladu:Cheshire East,E06000049,4.2,5.1,4.5,5.3,9.4,6.5,-3.9,-18.6,-18.6,12.9,1.6,1.5,2.1,4.9,10.1,1,1.4
ladu:Cheshire West and Chester,E06000050,4.8,7,6.4,4.9,10.8,7.6,0.7,-18.9,-18.9,30.6,-0.6,-0.9,3.1,6.3,7.6,5.9,2.1
ladu:Halton,E06000006,3.8,3.6,3.2,2.3,12,4.4,-6.4,-20.9,-20.9,2,2.3,2.1,5.6,2.2,6.3,-0.3,3.2
ladu:Warrington,E06000007,2.9,4.3,3.8,2.6,11.9,4.8,-3.1,-20.7,-20.7,12.2,0.2,0,3,4.8,5.1,5,1.9
ladu:Allerdale,E07000026,2,3.7,3.3,7.7,9.5,3,-0.3,-16.7,-16.7,40.6,0.2,0,3.7,5.1,4.3,6,2.3
ladu:Barrow-in-Furness,E07000027,1.2,3.2,2.7,0.6,11.4,3,-0.3,-22.2,-22.2,26.3,-0.4,-0.7,3.1,5,4.2,6,1.8
ladu:Carlisle,E07000028,1.9,2.3,1.8,3.7,8.2,1,1.8,-19.8,-19.8,7.6,2.9,3.1,0.1,3.7,2.8,4.7,-0.1
ladu:Copeland,E07000029,1.5,3.3,2.9,1.6,11.2,3.1,-0.3,-21.5,-21.5,16.9,0.4,0.2,2.6,4.8,3.7,6,1.1
ladu:Eden,E07000030,2.2,2.3,1.6,-1.2,8.3,1,1.8,-23.6,-23.6,4.4,3.4,3.6,0.5,3.5,2.5,4.8,0.1
ladu:South Lakeland,E07000031,3,2.9,2.2,3.1,9.1,1,1.8,-20.3,-20.3,-1.3,3.7,3.8,0.7,3.5,2.3,4.7,0.6
ladu:Bolton,E08000001,4.2,4.6,4.1,0,10.8,4.5,1.6,-22.7,-22.7,9.4,2.3,2.2,4.6,3.4,1.6,4.6,2.8
ladu:Bury,E08000002,2.3,3.6,3.1,3.4,10,3.9,-2.4,-20.1,-20.1,12.8,-0.4,-0.7,4.6,3.7,3.4,4,2.8
ladu:Manchester,E08000003,6.7,8.5,8,7.8,15.5,9.5,-4.3,-16.7,-16.7,22.4,0,-0.3,3,6.6,13.4,4.2,1.8
ladu:Oldham,E08000004,1.9,3.7,3.3,1.3,9.1,3.9,-2.4,-21.7,-21.7,41,-1.2,-1.6,4.7,3.6,3.1,4,3
ladu:Rochdale,E08000005,2.6,3.9,3.4,2.1,9.5,3.9,-2.4,-21.1,-21.1,25.2,0.3,0,4.8,3.7,3.2,4,3.1
ladu:Salford,E08000006,2.9,3.3,3,8.8,12.2,0.7,5.3,-15.9,-15.9,6.3,1.3,1,5.4,2.8,0.5,4.3,3.8
ladu:Stockport,E08000007,2.5,5.4,4.7,0.4,8.2,6.6,-0.5,-22.4,-22.4,29.1,-1.4,-1.8,4,7.4,8.7,7.2,2.5
ladu:Tameside,E08000008,3.6,6.3,5.8,5.3,8.2,6.5,-0.5,-18.6,-18.6,50,-0.4,-0.8,4,7.1,8.3,7.1,2.5
ladu:Trafford,E08000009,2.5,2.8,2.3,2.5,11.2,0.8,5.3,-20.7,-20.7,4.2,0.2,-0.1,4.4,2.3,0,4.3,2.6
ladu:Wigan,E08000010,4.7,5,4.5,3.8,11,4.5,1.6,-19.8,-19.8,7.5,1.8,1.5,4.8,3.3,1,4.6,3
ladu:Burnley,E07000117,2.5,3.4,3,3.8,10,3.5,-5.4,-19.7,-19.7,23,0.1,0,1.4,2.5,4,2.1,0.6
ladu:Chorley,E07000118,3.5,4.6,4,1.1,8.4,6,-4.6,-21.8,-21.8,14.7,1.6,1.4,4.8,4.8,9.3,2.3,3.5
ladu:Fylde,E07000119,3,4,3.3,0.8,8.6,3.3,3.1,-22,-22,65.6,1.8,1.7,4,4.7,3.6,5.7,2.7
ladu:Hyndburn,E07000120,2.7,3.2,2.8,0.3,9.6,3.5,-5.4,-22.5,-22.5,14.3,1,1,1.5,2.5,4,2.1,0.8
ladu:Lancaster,E07000121,4.2,4,3.2,-3.6,9.7,4.7,-0.6,-25.4,-25.4,1.1,3.9,4,2.9,3.3,6.4,1.9,2.1
ladu:Pendle,E07000122,2,2.6,2.2,4,8.3,3.5,-5.4,-19.6,-19.6,15.3,0.8,0.7,1.8,2.6,4,2.1,1
ladu:Preston,E07000123,2.9,4.3,3.8,4.3,9.1,3.3,3.1,-19.4,-19.4,20.6,0.9,0.8,3,4.6,3.3,5.7,1.9
ladu:Ribble Valley,E07000124,3.2,4.1,3.6,3.1,8.8,3.3,3.1,-20.3,-20.3,12,1.4,1.3,4.2,4.6,3.4,5.8,3.1
ladu:Rossendale,E07000125,2.2,2.7,2.3,4.3,8.2,3.5,-5.4,-19.4,-19.4,5.5,1.2,1.1,2.4,2.7,4,2.1,1.7
ladu:South Ribble,E07000126,2.4,3.8,3.1,-0.5,8.5,3.3,3.1,-23.1,-23.1,13.4,1,0.8,3.2,4.5,3.1,5.7,1.9
ladu:West Lancashire,E07000127,2.6,3.8,3.1,-2.6,8.2,6,-4.6,-24.7,-24.7,29.3,1.2,1,4.3,4.7,9,2.3,2.9
ladu:Wyre,E07000128,4.7,4.2,3.5,0.8,8.9,4.7,-0.6,-22.1,-22.1,-75.4,4.8,4.9,2.7,3.4,6.4,1.9,1.6
ladu:Knowsley,E08000011,3.8,4.2,3.9,7,11.1,4.4,-6.4,-17.3,-17.3,16.1,0.8,0.5,5.5,2.1,6.3,-0.3,3.5
ladu:Liverpool,E08000012,2.7,4.3,3.8,3.6,11.9,3.4,1.2,-19.9,-19.9,26.9,1.5,1.3,4.7,5.7,4.2,6.9,2.8
ladu:Sefton,E08000014,2.2,3.9,3.3,1.2,10.8,3.7,-0.8,-21.8,-21.8,59.9,1.3,1.3,1.6,6,5,7.3,0.7
ladu:St. Helens,E08000013,3.4,3.5,3,-0.4,10.7,4.4,-6.4,-23,-23,5.8,1.5,1.2,5.7,2.2,6.1,-0.3,3.5
ladu:Wirral,E08000015,1.4,0.4,0,2,10.7,0.1,-7.6,-21.1,-21.1,-19.1,0.7,0.6,1.8,-1.6,2.1,-4.3,1
ladu:East Riding of Yorkshire,E06000011,3.4,2.2,1.7,7.5,7.9,1.8,-5,-17.2,-17.2,-11.7,3.7,3.6,4.7,0.6,5.6,-2.9,3.1
"ladu:Kingston upon Hull, City of",E06000010,3.6,5.2,4.8,4.8,11.4,4.7,1.1,-19.2,-19.2,27.6,1.5,0.9,9.1,5.9,5.1,6.4,5.4
ladu:North East Lincolnshire,E06000012,3.7,3.5,3,4.5,8.6,3.6,-3.2,-19.4,-19.4,-0.4,2.4,2.1,6.3,2,3.7,0.8,3.9
ladu:North Lincolnshire,E06000013,4.1,3.8,3.3,6.5,9.1,3.6,-3.2,-17.9,-17.9,0.8,2.5,2.1,6.8,2.1,3.7,0.8,4.3
ladu:York,E06000014,3.4,3.7,3.1,5.5,8.8,2.7,0.3,-18.7,-18.7,5.4,4.3,4.3,4.2,4.7,3,6.1,2.9
ladu:Craven,E07000163,3.8,3.7,3.1,6.7,6.3,3,-1.5,-17.8,-17.8,2.6,1,0.8,3.1,1.3,2.4,0.3,2.3
ladu:Hambleton,E07000164,3.4,3.1,2.5,4.1,5.6,3,-1.5,-19.8,-19.8,0,1.5,1.4,2.8,1.2,2.4,0.3,1.8
ladu:Harrogate,E07000165,3.3,3,2.4,5.4,6.5,3,-1.5,-18.8,-18.8,0.9,1.3,1.2,2.7,1.1,2.1,0.3,1.9
ladu:Richmondshire,E07000166,3.4,2.9,2.3,1.7,5.6,3,-1.5,-21.6,-21.6,-2,1.9,1.9,2.1,1.1,2.3,0.2,1
ladu:Ryedale,E07000167,3.3,3.2,2.5,3.4,5.6,3,-1.5,-20.3,-20.3,-5.6,1.6,1.5,3.4,1.3,2.5,0.3,2.4
ladu:Scarborough,E07000168,3.4,3.8,3.2,6.7,6.2,3.1,-1.5,-17.8,-17.8,-1.4,0.8,0.7,2.5,1.2,2.6,0.2,1.6
ladu:Selby,E07000169,3.8,3.3,2.8,6.6,6,3,-1.5,-17.9,-17.9,1.2,1.2,1,3.5,1.2,2.4,0.2,2.6
ladu:Barnsley,E08000016,4.1,4.9,4.5,7.8,9.6,3.9,2.5,-16.9,-16.9,18,2.3,1.9,7.9,4.5,3.1,5.2,5
ladu:Doncaster,E08000017,3.6,4.4,4,3.7,8.3,3.9,2.5,-20.1,-20.1,17.4,2.2,1.8,7.8,4.5,3,5.2,5
ladu:Rotherham,E08000018,4,4.5,4.1,3,9.6,3.9,2.5,-20.6,-20.6,14.5,3,2.7,7.6,4.5,3.1,5.2,4.9
ladu:Sheffield,E08000019,2.4,2.5,2.2,7.5,9.2,1.7,-3.1,-17.2,-17.2,3.4,2,1.7,6.1,2.4,3,1.7,4
ladu:Bradford,E08000032,2.4,1.8,1.4,3.1,8.2,0.9,-1.5,-20.6,-20.6,-8.4,2.8,2.6,5.6,1.2,1.1,0.9,3.5
ladu:Calderdale,E08000033,2.2,3.2,2.7,1.4,8.3,3.2,-1,-21.9,-21.9,12.2,2.4,2.1,5.9,4.7,2.1,6.5,3.7
ladu:Kirklees,E08000034,2.8,3.6,3.1,5.1,8.5,3.2,-1,-19,-19,11,2.9,2.6,6.1,4.8,2.3,6.5,3.9
ladu:Leeds,E08000035,3.4,3.9,3.4,4.8,10.7,3.9,-3.4,-19.3,-19.3,7,1.8,1.4,6.2,3.6,5.4,2.5,3.9
ladu:Wakefield,E08000036,4.9,7.1,6.6,6.9,3.8,8.3,-0.5,-17.6,-17.6,40.9,2.4,1.9,8.6,8.5,10.8,7.7,5.6
ladu:Derby,E06000015,4.4,4.6,4.2,0,11.6,5.6,-3.9,-14.1,-14.1,5.5,1,0.8,3.6,2.3,8.5,-0.8,2.2
ladu:Leicester,E06000016,3.8,6.3,6,7.2,12.6,5.1,6.5,-7.9,-7.9,32,0.2,-0.1,4.2,7.4,5,9.4,2.9
ladu:Nottingham,E06000018,2.2,1.9,1.7,2.5,10.7,1.2,-2.3,-11.9,-11.9,-0.4,1.4,1.2,4.5,1,-2.3,2.5,3.1
ladu:Rutland,E06000017,4.5,4,3.6,0.7,9.4,5.9,-3.7,-13.5,-13.5,-2,3.3,3.5,1.8,2.3,7.7,-1.9,1.4
ladu:Amber Valley,E07000032,2.1,1.7,1.5,1.6,9.6,1.4,-2.4,-12.7,-12.7,-0.8,2.2,2.2,1.7,1.2,-2.7,4.2,1.3
ladu:Bolsover,E07000033,4.4,3.1,2.8,0.9,10.3,3.6,-6.6,-13.3,-13.3,-11.1,2.7,2.6,3.5,-0.1,4.6,-3.1,2.7
ladu:Chesterfield,E07000034,4.8,3.5,3.3,6.4,11.2,3.6,-6.6,-8.5,-8.5,-18.1,2.3,2.3,2.5,-0.3,4.3,-3.1,1.5
ladu:Derbyshire Dales,E07000035,1.7,1.3,1,1.4,9.4,1.4,-2.4,-12.9,-12.9,-3.1,2.3,2.4,1.5,0.9,-2.6,4.2,0.9
ladu:Erewash,E07000036,1.6,1.9,1.6,1.9,10.1,1.4,-2.4,-12.4,-12.4,3.3,0.3,0.2,1,1.3,-2.8,4.2,0.7
ladu:High Peak,E07000037,2.3,2,1.8,6,10.1,1.4,-2.4,-8.9,-8.9,0.2,1.6,1.6,1.3,1.2,-2.7,4.2,0.9
ladu:North East Derbyshire,E07000038,3.4,2,1.7,1.7,9.9,3.6,-6.6,-12.6,-12.6,-13.8,3.4,3.5,2.6,-0.2,4.4,-3.1,1.6
ladu:South Derbyshire,E07000039,2.9,2.2,2.1,8.7,10.7,1.4,-2.4,-6.6,-6.6,-0.2,2.6,2.6,2.9,1.2,-2.9,4.2,2.6
ladu:Blaby,E07000129,6.5,5.5,5.1,3.1,11.5,6,-3.7,-11.4,-11.4,0.1,2.7,2.9,1.6,1.7,8.1,-2,1.4
ladu:Charnwood,E07000130,5.6,4.9,4.6,5.5,8.7,6,-3.7,-9.4,-9.4,-0.6,2.9,3,2.1,1.8,8.1,-2,2
ladu:Harborough,E07000131,4.4,3.9,3.6,5.1,10.8,5.9,-3.7,-9.6,-9.6,0.7,3.2,3.4,2,2.3,8.2,-2,1.6
ladu:Hinckley and Bosworth,E07000132,5.9,5.3,5,8.2,10.9,6,-3.7,-7,-7,1.2,2.1,2.1,1.7,1.8,8.1,-2,1.3
ladu:Melton,E07000133,4.5,4,3.6,-2.8,10.3,6,-3.7,-16.4,-16.4,-0.3,2.6,2.8,0.4,1.8,7.8,-2,-0.4
ladu:North West Leicestershire,E07000134,6,5.3,5,7,11.1,6,-3.7,-8,-8,0.4,2.7,2.8,2.2,1.9,8.2,-2,1.9
ladu:Oadby and Wigston,E07000135,5.4,4.8,4.4,2.1,11.1,6,-3.7,-12.3,-12.3,-3.3,2.7,2.8,2,1.6,7.6,-2,2.1
ladu:Boston,E07000136,3.3,4.1,3.8,4.4,7.5,4.1,-0.7,-10.4,-10.4,16.3,1.3,1.2,2.2,3.6,4.9,3.2,1.8
ladu:East Lindsey,E07000137,3.4,3.7,3.3,3.4,6.5,4.1,-0.7,-11.2,-11.2,1.1,2.9,2.9,2,3.4,4.3,3.2,1.2
ladu:Lincoln,E07000138,3.5,4,3.7,-0.3,8.5,4.1,-0.7,-14.4,-14.4,11.3,1.9,1.8,2.6,3.5,4.4,3.2,2.3
ladu:North Kesteven,E07000139,3.9,3.9,3.6,4,6,4.1,-0.7,-10.7,-10.7,3.1,3.7,3.8,2.7,3.5,4.4,3.2,2.1
ladu:South Holland,E07000140,3.5,3.9,3.6,3.1,7.1,4.1,-0.7,-11.4,-11.4,8.7,2.1,2.2,2.1,3.4,4.3,3.2,1.6
ladu:South Kesteven,E07000141,3.6,3.8,3.5,4,7.8,4.1,-0.7,-10.7,-10.7,4.6,2.9,3,1.9,3.5,4.2,3.3,1.1
ladu:West Lindsey,E07000142,4,3.8,3.6,6.6,6.1,4.1,-0.7,-8.4,-8.4,-0.4,3.8,3.9,1.9,3.4,4.1,3.2,1.2
ladu:Ashfield,E07000170,4,3.8,3.5,-1,8.7,5,-6.9,-15,-15,1.9,2.8,2.7,3.9,2.6,7.5,0,2.9
ladu:Bassetlaw,E07000171,3.3,3.3,3,3.1,8.4,5,-6.9,-11.4,-11.4,3.7,2.5,2.4,3.3,2.7,7.3,0,2.1
ladu:Broxtowe,E07000172,1.9,0.9,0.6,0.3,7.2,0.3,-0.9,-13.8,-13.8,-5.7,2.8,3,0.2,0.1,-1.5,1.2,0.2
ladu:Gedling,E07000173,2.5,1.4,1.2,5.4,8,0.3,-0.9,-9.4,-9.4,-8.9,3,3.2,0,0.1,-1.4,1.2,0.1
ladu:Mansfield,E07000174,4,3.9,3.6,-0.7,8.5,5.1,-6.9,-14.7,-14.7,3.1,2.4,2.4,3,2.5,7.1,0,2
ladu:Newark and Sherwood,E07000175,2.8,2.8,2.5,2.3,8.4,5,-6.9,-12.1,-12.1,2.3,3.2,3.1,3.6,2.9,7.4,0,2.5
ladu:Rushcliffe,E07000176,2.6,1.3,1,3,10.6,0.3,-0.9,-11.5,-11.5,-4.2,3.5,3.8,0.3,-0.1,-1.7,1.2,0.1
ladu:North Northamptonshire,E06000061,3.9,4.6,4.4,8.8,12.3,3.6,1.3,-6.4,-6.4,9.1,3.5,3.4,4.3,5.4,4.3,6.6,3.2
ladu:West Northamptonshire,E06000062,4.8,5.3,5,7.3,13.8,4.9,-0.4,-7.8,-7.8,7.6,3.8,3.8,3.1,5.4,5.8,5.5,2.2
"ladu:Herefordshire, County of",E06000019,1.1,0.5,0.6,3.3,7.3,0.7,-4.8,3.8,3.8,-9.8,1.9,1.8,3.9,0.2,1.4,-1,2.8
ladu:Shropshire,E06000051,3,2.1,2.2,2.1,9.4,4.1,-7.3,2.6,2.6,-7.3,3.6,3.4,5.7,1.2,5.4,-2.1,4.1
ladu:Stoke-on-Trent,E06000021,2.8,2.6,2.6,1.3,10.4,2.4,0.4,2,2,0.7,2.3,1.8,9,2,1.3,1.8,5.6
ladu:Telford and Wrekin,E06000020,1.5,3,2.9,-0.5,10.4,3.3,-0.4,0.2,0.2,17.2,-0.3,-1,8.4,3.8,6.6,2.1,5.7
ladu:Cannock Chase,E07000192,3.1,3.9,3.9,3.8,8.8,3.9,-0.9,4.5,4.5,11.6,2.2,1.7,7.2,4.3,4.7,3.9,4.9
ladu:East Staffordshire,E07000193,3.2,3.8,3.8,6.1,9.3,3.9,-0.9,6.8,6.8,7.7,2.5,2.2,6.9,4.2,4.6,4,4.6
ladu:Lichfield,E07000194,2.7,3.3,3.3,5.3,8.9,3.9,-0.9,6,6,7.5,2.7,2.4,7.1,4.3,4.5,4,4.8
ladu:Newcastle-under-Lyme,E07000195,2.2,3,2.9,-3.1,8.6,3.9,-0.9,-2.5,-2.5,9.5,2.4,2.1,7.1,4.2,4.5,4,4.8
ladu:South Staffordshire,E07000196,2.9,3.4,3.4,5.4,9,3.9,-0.9,6,6,7.7,3,2.7,7.1,4.2,4.5,4,4.8
ladu:Stafford,E07000197,2.9,3.2,3.2,2.2,8.8,3.9,-0.9,2.9,2.9,5.7,3.6,3.4,7.1,4.3,4.7,4,4.8
ladu:Staffordshire Moorlands,E07000198,2.6,3.2,3.2,1.5,8.4,3.9,-0.9,2.2,2.2,15.8,2.7,2.4,6.7,4.2,4.4,4,4.5
ladu:Tamworth,E07000199,2.6,3.7,3.7,2,9.3,3.9,-0.9,2.7,2.7,9.8,0.9,0.5,5.8,4.1,4.5,3.9,3.3
ladu:North Warwickshire,E07000218,2.1,1.8,1.9,3.2,10.7,3,-8.4,3.9,3.9,-0.1,2.7,2.3,7.8,1.8,3.9,-0.2,5.5
ladu:Nuneaton and Bedworth,E07000219,2.3,2.4,2.4,2.6,9.9,3,-8.4,3.3,3.3,3.1,1.3,0.8,7.1,1.7,4,-0.2,4.8
ladu:Rugby,E07000220,1.8,1.8,1.8,4.8,10.1,3,-8.4,5.5,5.5,1.5,2,1.6,7.4,1.8,4.1,-0.2,5.2
ladu:Stratford-on-Avon,E07000221,0,0.3,0.3,1.4,9.8,2.9,-8.4,2.1,2.1,2.2,2.2,1.8,8,2.2,4.2,-0.1,5.9
ladu:Warwick,E07000222,0.7,0.8,0.8,0.8,8.8,2.9,-8.4,1.5,1.5,1.5,2.3,1.9,7.1,1.9,4,-0.2,4.7
ladu:Birmingham,E08000025,1.9,2.4,2.4,3,8.4,2.7,-3,3.7,3.7,8.9,0.7,0.2,7.5,2.2,5.5,0.1,4.8
ladu:Coventry,E08000026,3.2,5,5,4.4,10.8,5,2.3,5.1,5.1,18.6,0.6,-0.1,9,5.9,5.6,6,6.3
ladu:Dudley,E08000027,0.9,3.5,3.5,1.8,9.2,2.5,6.8,2.5,2.5,37.7,-2,-2.7,7,5.1,1.1,7.5,4.5
ladu:Sandwell,E08000028,2.1,2.8,2.8,4.5,11.6,2.8,-3.6,5.3,5.3,15.5,-0.6,-1.3,9.2,1.5,4.3,-0.5,5.8
ladu:Solihull,E08000029,2.4,1.5,1.6,4.1,9,1.8,-4.4,4.9,4.9,-3.7,3.1,2.9,5.4,0.6,-1.1,1.8,3.6
ladu:Walsall,E08000030,3.7,6.6,6.5,3.2,10.4,7.4,2,4,4,72.9,1.2,0.7,8.1,8.5,10.8,7.9,5.1
ladu:Wolverhampton,E08000031,2.5,3.4,3.3,1.2,9.7,3.4,0.7,1.9,1.9,17.1,1.1,0.5,8.9,3.6,2.9,3.6,5.5
ladu:Bromsgrove,E07000234,1.8,3,3,0.2,8.8,5,-3.1,0.8,0.8,10.8,2,1.6,6.2,5.2,6.3,4.4,4.5
ladu:Malvern Hills,E07000235,2,3.1,3.1,1,8.9,5,-3.1,1.7,1.7,40.4,2,1.7,6.1,5.2,6.3,4.5,4.3
ladu:Redditch,E07000236,3.5,4.8,4.8,6.9,9,5,-3.1,7.6,7.6,14.7,0.7,0.2,5.5,4.8,6,4.3,3.3
ladu:Worcester,E07000237,3,4.2,4.1,0.7,8.9,5,-3.1,1.4,1.4,11.7,1.8,1.4,6,5,6.3,4.3,4.1
ladu:Wychavon,E07000238,2.5,3.6,3.6,3.3,9,5,-3.1,4,4,13.4,2.5,2.1,7.1,5.3,6.4,4.4,5.2
ladu:Wyre Forest,E07000239,2.4,3.7,3.7,1.9,8.5,5,-3.1,2.6,2.6,74.8,1.4,1.1,6,5,6.1,4.3,4.1
ladu:Bedford,E06000055,4.3,7,6.8,12.1,12.1,6.3,2.3,-6.6,-6.6,24.9,1.9,1.3,9.8,10,8.8,11.4,6.4
ladu:Central Bedfordshire,E06000056,3.7,3.3,3.1,11.4,11.1,2,-2.4,-7.1,-7.1,1.3,5.9,5.5,9.8,3.6,2.6,4,6.8
ladu:Luton,E06000032,5.4,7.6,7.3,9.8,13.9,6.1,5.8,-8.5,-8.5,26,-1.1,-1.9,8.7,7,5,8.4,4.9
ladu:Peterborough,E06000031,3.1,0.7,0.5,7.3,12.3,0.8,-10.5,-10.6,-10.6,-13.5,1.2,0.5,10.6,-4.2,3.3,-10,6.9
ladu:Southend-on-Sea,E06000033,3.7,6.2,5.9,10.6,10.3,4.5,5.8,-7.8,-7.8,23.5,0.3,-0.3,7.6,7.9,7.7,8.4,4.9
ladu:Thurrock,E06000034,4.3,5.8,5.5,6.6,12.9,4.9,1,-11.2,-11.2,14.5,-0.1,-1.1,10.5,6,5.9,5.9,6.9
ladu:Cambridge,E07000008,2.6,2.6,2.3,4.8,10.2,1.5,-0.5,-12.7,-12.7,2.6,2.8,2.3,8.6,2.7,2.9,2.1,5.6
ladu:East Cambridgeshire,E07000009,2.7,2.6,2.4,6.3,10.6,1.4,-0.5,-11.4,-11.4,2.3,2.7,2.1,9.2,2.5,2.6,2,6.1
ladu:Fenland,E07000010,2.8,3.1,2.9,10.4,10,1.4,-0.5,-8,-8,19.7,1.8,1.2,9.5,2.7,2.8,2,6.7
ladu:Huntingdonshire,E07000011,3.2,3.1,3,13.8,10.5,1.4,-0.5,-5.2,-5.2,2.6,2.5,1.9,9.2,2.5,2.6,2,6.2
ladu:South Cambridgeshire,E07000012,2.5,2.4,2.1,6,10.3,1.5,-0.5,-11.7,-11.7,2,3.2,2.7,8.9,2.5,2.7,2.1,5.8
ladu:Basildon,E07000066,2.9,5,4.7,4.7,8.9,5.1,-0.8,-12.8,-12.8,15.3,0.7,0.2,6.6,6.9,6.4,7.7,4.3
ladu:Braintree,E07000067,2.8,3.5,3.2,4.5,9,3.6,-2.7,-12.9,-12.9,7,-0.6,-1.2,5.9,2.6,4.9,0.9,3.7
ladu:Brentwood,E07000068,2.9,4,3.6,4.1,8.2,4.1,0.1,-13.3,-13.3,8.1,2.3,1.9,8.3,5.5,5.7,5.2,5.4
ladu:Castle Point,E07000069,3.6,5.5,5.1,8.5,9.4,5.1,-0.8,-9.6,-9.6,26.8,1.2,0.8,6.3,6.8,6.2,7.7,4
ladu:Chelmsford,E07000070,4,4.8,4.5,7.9,9.4,4.1,0.1,-10,-10,8.2,2.9,2.3,9.7,5.3,5.3,5.1,6.7
ladu:Colchester,E07000071,3.9,4.4,4.2,12.3,10.1,3.6,-2.7,-6.4,-6.4,7.1,0,-0.6,6.9,2.8,5,0.9,4.9
ladu:Epping Forest,E07000072,5.9,6.5,6.1,6.8,10.5,6,4.4,-11,-11,10.1,1.8,1.1,10.2,5.7,6.8,4.4,6.9
ladu:Harlow,E07000073,5.6,7.1,6.7,8,11.3,6,4.4,-10,-10,20.1,0.4,-0.4,9.7,5.4,6.6,4.4,6.3
ladu:Maldon,E07000074,4.4,5.2,4.9,11.8,9.1,4.1,0.1,-6.8,-6.8,12,2.8,2.3,9.8,5.3,5.3,5.1,6.6
ladu:Rochford,E07000075,3.6,5.3,5,9.3,10,5.1,-0.8,-8.9,-8.9,14.7,1.7,1.2,7,6.9,6.4,7.7,4.7
ladu:Tendring,E07000076,4.1,5.2,5,16.5,10.1,3.6,-2.7,-2.9,-2.9,-7.5,0.5,0.2,6.4,2.7,4.9,0.8,4.5
ladu:Uttlesford,E07000077,5.9,6.6,6.3,8.6,10,6,4.4,-9.5,-9.5,9.8,1.9,1.1,11.6,5.9,7,4.4,8.2
